date,forecast_calls_base,forecast_hours_off_base,special_event,calls_multiplier,hours_multiplier,forecast_calls,forecast_hours_off,risk_level,day_name,month,is_high_calls,is_high_hours,is_intersection,challenge_type
2025-07-11,131.0709859493315,282.61610901929316,,1.0,1.0,131.0709859493315,282.61610901929316,Normal,Friday,7,False,False,False,Normal
2025-07-12,147.0203033944161,285.93535079968996,,1.0,1.0,147.0203033944161,285.93535079968996,High Calls,Saturday,7,True,False,False,High Calls Only
2025-07-13,149.25326580283826,290.606210990907,,1.0,1.0,149.25326580283826,290.606210990907,High Calls,Sunday,7,True,False,False,High Calls Only
2025-07-14,151.00081444416415,293.8982911072177,,1.0,1.0,151.00081444416415,293.8982911072177,High Calls,Monday,7,True,False,False,High Calls Only
2025-07-15,153.22893584670715,299.5844540016623,,1.0,1.0,153.22893584670715,299.5844540016623,High Calls,Tuesday,7,True,False,False,High Calls Only
2025-07-16,159.84403995699248,302.291456634256,,1.0,1.0,159.84403995699248,302.291456634256,High Calls,Wednesday,7,True,False,False,High Calls Only
2025-07-17,145.69117072690185,290.3408696703569,,1.0,1.0,145.69117072690185,290.3408696703569,High Calls,Thursday,7,True,False,False,High Calls Only
2025-07-18,131.3974609072867,283.06447112082475,,1.0,1.0,131.3974609072867,283.06447112082475,Normal,Friday,7,False,False,False,Normal
2025-07-19,147.3467783523713,286.38371290122154,,1.0,1.0,147.3467783523713,286.38371290122154,High Calls,Saturday,7,True,False,False,High Calls Only
2025-07-20,149.57974076079347,291.0545730924386,,1.0,1.0,149.57974076079347,291.0545730924386,High Calls,Sunday,7,True,False,False,High Calls Only
2025-07-21,151.32728940211936,294.3466532087493,,1.0,1.0,151.32728940211936,294.3466532087493,High Calls,Monday,7,True,False,False,High Calls Only
2025-07-22,153.55541080466236,300.0328161031939,,1.0,1.0,153.55541080466236,300.0328161031939,High Calls,Tuesday,7,True,False,False,High Calls Only
2025-07-23,160.1705149149477,302.7398187357876,,1.0,1.0,160.1705149149477,302.7398187357876,High Calls,Wednesday,7,True,False,False,High Calls Only
2025-07-24,146.01764568485706,290.78923177188847,,1.0,1.0,146.01764568485706,290.78923177188847,High Calls,Thursday,7,True,False,False,High Calls Only
2025-07-25,131.7239358652419,283.51283322235633,,1.0,1.0,131.7239358652419,283.51283322235633,Normal,Friday,7,False,False,False,Normal
2025-07-26,147.67325331032652,286.83207500275313,,1.0,1.0,147.67325331032652,286.83207500275313,High Calls,Saturday,7,True,False,False,High Calls Only
2025-07-27,149.90621571874868,291.5029351939702,,1.0,1.0,149.90621571874868,291.5029351939702,High Calls,Sunday,7,True,False,False,High Calls Only
2025-07-28,151.65376436007458,294.79501531028086,,1.0,1.0,151.65376436007458,294.79501531028086,High Calls,Monday,7,True,False,False,High Calls Only
2025-07-29,153.88188576261757,300.4811782047255,,1.0,1.0,153.88188576261757,300.4811782047255,High Calls,Tuesday,7,True,False,False,High Calls Only
2025-07-30,160.4969898729029,303.1881808373192,,1.0,1.0,160.4969898729029,303.1881808373192,High Calls,Wednesday,7,True,False,False,High Calls Only
2025-07-31,146.34412064281227,291.23759387342005,,1.0,1.0,146.34412064281227,291.23759387342005,High Calls,Thursday,7,True,False,False,High Calls Only
2025-08-01,132.05041082319713,283.9611953238879,,1.0,1.0,132.05041082319713,283.9611953238879,Normal,Friday,8,False,False,False,Normal
2025-08-02,147.99972826828173,287.2804371042847,August Long Weekend,1.1,1.2,162.79970109510992,344.73652452514165,High Risk,Saturday,8,True,True,True,CRITICAL: High Calls + High Hours
2025-08-03,150.2326906767039,291.9512972955018,August Long Weekend,1.15,1.25,172.76759427820946,364.9391216193772,High Risk,Sunday,8,True,True,True,CRITICAL: High Calls + High Hours
2025-08-04,151.9802393180298,295.24337741181245,Civic Holiday,1.2,1.3,182.37628718163575,383.8163906353562,High Risk,Monday,8,True,True,True,CRITICAL: High Calls + High Hours
2025-08-05,154.20836072057278,300.9295403062571,,1.0,1.0,154.20836072057278,300.9295403062571,High Calls,Tuesday,8,True,False,False,High Calls Only
2025-08-06,160.82346483085811,303.63654293885077,,1.0,1.0,160.82346483085811,303.63654293885077,High Calls,Wednesday,8,True,False,False,High Calls Only
2025-08-07,146.67059560076748,291.68595597495164,,1.0,1.0,146.67059560076748,291.68595597495164,High Calls,Thursday,8,True,False,False,High Calls Only
2025-08-08,132.37688578115234,284.4095574254195,,1.0,1.0,132.37688578115234,284.4095574254195,Normal,Friday,8,False,False,False,Normal
2025-08-09,148.32620322623694,287.7287992058163,,1.0,1.0,148.32620322623694,287.7287992058163,High Calls,Saturday,8,True,False,False,High Calls Only
2025-08-10,150.5591656346591,292.39965939703336,,1.0,1.0,150.5591656346591,292.39965939703336,High Calls,Sunday,8,True,False,False,High Calls Only
2025-08-11,152.306714275985,295.69173951334403,,1.0,1.0,152.306714275985,295.69173951334403,High Calls,Monday,8,True,False,False,High Calls Only
2025-08-12,154.534835678528,301.37790240778867,,1.0,1.0,154.534835678528,301.37790240778867,High Calls,Tuesday,8,True,False,False,High Calls Only
2025-08-13,161.14993978881333,304.08490504038235,,1.0,1.0,161.14993978881333,304.08490504038235,High Calls,Wednesday,8,True,False,False,High Calls Only
2025-08-14,146.9970705587227,292.1343180764832,,1.0,1.0,146.9970705587227,292.1343180764832,High Calls,Thursday,8,True,False,False,High Calls Only
2025-08-15,132.70336073910755,284.8579195269511,,1.0,1.0,132.70336073910755,284.8579195269511,Normal,Friday,8,False,False,False,Normal
2025-08-16,148.65267818419215,288.1771613073479,,1.0,1.0,148.65267818419215,288.1771613073479,High Calls,Saturday,8,True,False,False,High Calls Only
2025-08-17,150.88564059261432,292.84802149856495,,1.0,1.0,150.88564059261432,292.84802149856495,High Calls,Sunday,8,True,False,False,High Calls Only
2025-08-18,152.63318923394021,296.1401016148756,,1.0,1.0,152.63318923394021,296.1401016148756,High Calls,Monday,8,True,False,False,High Calls Only
2025-08-19,154.8613106364832,301.82626450932025,,1.0,1.0,154.8613106364832,301.82626450932025,High Calls,Tuesday,8,True,False,False,High Calls Only
2025-08-20,161.47641474676854,304.53326714191394,,1.0,1.0,161.47641474676854,304.53326714191394,High Calls,Wednesday,8,True,False,False,High Calls Only
2025-08-21,147.3235455166779,292.5826801780148,,1.0,1.0,147.3235455166779,292.5826801780148,High Calls,Thursday,8,True,False,False,High Calls Only
2025-08-22,133.02983569706277,285.3062816284827,,1.0,1.0,133.02983569706277,285.3062816284827,Normal,Friday,8,False,False,False,Normal
2025-08-23,148.97915314214737,288.6255234088795,,1.0,1.0,148.97915314214737,288.6255234088795,High Calls,Saturday,8,True,False,False,High Calls Only
2025-08-24,151.21211555056954,293.29638360009653,,1.0,1.0,151.21211555056954,293.29638360009653,High Calls,Sunday,8,True,False,False,High Calls Only
2025-08-25,152.95966419189543,296.5884637164072,,1.0,1.0,152.95966419189543,296.5884637164072,High Calls,Monday,8,True,False,False,High Calls Only
2025-08-26,155.18778559443842,302.27462661085184,,1.0,1.0,155.18778559443842,302.27462661085184,High Calls,Tuesday,8,True,False,False,High Calls Only
2025-08-27,161.80288970472375,304.9816292434455,,1.0,1.0,161.80288970472375,304.9816292434455,High Calls,Wednesday,8,True,False,False,High Calls Only
2025-08-28,147.65002047463312,293.0310422795464,,1.0,1.0,147.65002047463312,293.0310422795464,High Calls,Thursday,8,True,False,False,High Calls Only
2025-08-29,133.35631065501798,285.75464373001427,,1.0,1.0,133.35631065501798,285.75464373001427,Normal,Friday,8,False,False,False,Normal
2025-08-30,149.30562810010258,289.07388551041106,Labour Day Weekend,1.1,1.2,164.23619091011284,346.88866261249325,High Risk,Saturday,8,True,True,True,CRITICAL: High Calls + High Hours
2025-08-31,151.53859050852475,293.7447457016281,Labour Day Weekend,1.15,1.25,174.26937908480346,367.18093212703513,High Risk,Sunday,8,True,True,True,CRITICAL: High Calls + High Hours
2025-09-01,153.28613914985064,297.0368258179388,Labour Day,1.2,1.3,183.94336697982075,386.14787356332045,High Risk,Monday,9,True,True,True,CRITICAL: High Calls + High Hours
2025-09-02,155.51426055239364,302.7229887123834,,1.0,1.0,155.51426055239364,302.7229887123834,High Calls,Tuesday,9,True,False,False,High Calls Only
2025-09-03,162.12936466267897,305.4299913449771,,1.0,1.0,162.12936466267897,305.4299913449771,High Calls,Wednesday,9,True,False,False,High Calls Only
2025-09-04,147.97649543258834,293.479404381078,,1.0,1.0,147.97649543258834,293.479404381078,High Calls,Thursday,9,True,False,False,High Calls Only
2025-09-05,133.6827856129732,286.20300583154585,,1.0,1.0,133.6827856129732,286.20300583154585,Normal,Friday,9,False,False,False,Normal
2025-09-06,149.6321030580578,289.52224761194265,,1.0,1.0,149.6321030580578,289.52224761194265,High Calls,Saturday,9,True,False,False,High Calls Only
2025-09-07,151.86506546647996,294.1931078031597,,1.0,1.0,151.86506546647996,294.1931078031597,High Calls,Sunday,9,True,False,False,High Calls Only
2025-09-08,153.61261410780585,297.4851879194704,,1.0,1.0,153.61261410780585,297.4851879194704,High Calls,Monday,9,True,False,False,High Calls Only
2025-09-09,155.84073551034885,303.171350813915,,1.0,1.0,155.84073551034885,303.171350813915,High Calls,Tuesday,9,True,False,False,High Calls Only
2025-09-10,162.45583962063418,305.8783534465087,,1.0,1.0,162.45583962063418,305.8783534465087,High Calls,Wednesday,9,True,False,False,High Calls Only
2025-09-11,148.30297039054355,293.92776648260957,,1.0,1.0,148.30297039054355,293.92776648260957,High Calls,Thursday,9,True,False,False,High Calls Only
2025-09-12,134.0092605709284,286.65136793307744,,1.0,1.0,134.0092605709284,286.65136793307744,Normal,Friday,9,False,False,False,Normal
2025-09-13,149.958578016013,289.97060971347423,,1.0,1.0,149.958578016013,289.97060971347423,High Calls,Saturday,9,True,False,False,High Calls Only
2025-09-14,152.19154042443517,294.6414699046913,,1.0,1.0,152.19154042443517,294.6414699046913,High Calls,Sunday,9,True,False,False,High Calls Only
2025-09-15,153.93908906576107,297.93355002100196,,1.0,1.0,153.93908906576107,297.93355002100196,High Calls,Monday,9,True,False,False,High Calls Only
2025-09-16,156.16721046830406,303.6197129154466,,1.0,1.0,156.16721046830406,303.6197129154466,High Calls,Tuesday,9,True,False,False,High Calls Only
2025-09-17,162.7823145785894,306.3267155480403,,1.0,1.0,162.7823145785894,306.3267155480403,High Calls,Wednesday,9,True,False,False,High Calls Only
2025-09-18,148.62944534849876,294.37612858414116,,1.0,1.0,148.62944534849876,294.37612858414116,High Calls,Thursday,9,True,False,False,High Calls Only
2025-09-19,134.33573552888362,287.099730034609,,1.0,1.0,134.33573552888362,287.099730034609,Normal,Friday,9,False,False,False,Normal
2025-09-20,150.28505297396822,290.4189718150058,,1.0,1.0,150.28505297396822,290.4189718150058,High Calls,Saturday,9,True,False,False,High Calls Only
2025-09-21,152.5180153823904,295.0898320062229,,1.0,1.0,152.5180153823904,295.0898320062229,High Calls,Sunday,9,True,False,False,High Calls Only
2025-09-22,154.26556402371628,298.38191212253355,,1.0,1.0,154.26556402371628,298.38191212253355,High Calls,Monday,9,True,False,False,High Calls Only
2025-09-23,156.49368542625928,304.0680750169782,,1.0,1.0,156.49368542625928,304.0680750169782,High Calls,Tuesday,9,True,False,False,High Calls Only
2025-09-24,163.1087895365446,306.77507764957187,,1.0,1.0,163.1087895365446,306.77507764957187,High Calls,Wednesday,9,True,False,False,High Calls Only
2025-09-25,148.95592030645398,294.82449068567274,,1.0,1.0,148.95592030645398,294.82449068567274,High Calls,Thursday,9,True,False,False,High Calls Only
2025-09-26,134.66221048683883,287.5480921361406,,1.0,1.0,134.66221048683883,287.5480921361406,Normal,Friday,9,False,False,False,Normal
2025-09-27,150.61152793192343,290.8673339165374,,1.0,1.0,150.61152793192343,290.8673339165374,High Calls,Saturday,9,True,False,False,High Calls Only
2025-09-28,152.8444903403456,295.53819410775446,,1.0,1.0,152.8444903403456,295.53819410775446,High Calls,Sunday,9,True,False,False,High Calls Only
2025-09-29,154.5920389816715,298.83027422406514,,1.0,1.0,154.5920389816715,298.83027422406514,High Calls,Monday,9,True,False,False,High Calls Only
2025-09-30,156.8201603842145,304.51643711850977,,1.0,1.0,156.8201603842145,304.51643711850977,High Calls,Tuesday,9,True,False,False,High Calls Only
2025-10-01,163.43526449449982,307.22343975110346,,1.0,1.0,163.43526449449982,307.22343975110346,High Calls,Wednesday,10,True,False,False,High Calls Only
2025-10-02,149.2823952644092,295.27285278720433,,1.0,1.0,149.2823952644092,295.27285278720433,High Calls,Thursday,10,True,False,False,High Calls Only
2025-10-03,134.98868544479404,287.9964542376722,,1.0,1.0,134.98868544479404,287.9964542376722,Normal,Friday,10,False,False,False,Normal
2025-10-04,150.93800288987865,291.315696018069,,1.0,1.0,150.93800288987865,291.315696018069,High Calls,Saturday,10,True,False,False,High Calls Only
2025-10-05,153.1709652983008,295.98655620928605,,1.0,1.0,153.1709652983008,295.98655620928605,High Calls,Sunday,10,True,False,False,High Calls Only
2025-10-06,154.9185139396267,299.2786363255967,,1.0,1.0,154.9185139396267,299.2786363255967,High Calls,Monday,10,True,False,False,High Calls Only
2025-10-07,157.1466353421697,304.96479922004136,,1.0,1.0,157.1466353421697,304.96479922004136,High Calls,Tuesday,10,True,False,False,High Calls Only
2025-10-08,163.76173945245503,307.67180185263504,,1.0,1.0,163.76173945245503,307.67180185263504,High Calls,Wednesday,10,True,False,False,High Calls Only
2025-10-09,149.6088702223644,295.7212148887359,,1.0,1.0,149.6088702223644,295.7212148887359,High Calls,Thursday,10,True,False,False,High Calls Only
2025-10-10,135.31516040274926,288.4448163392038,,1.0,1.0,135.31516040274926,288.4448163392038,Normal,Friday,10,False,False,False,Normal
2025-10-11,151.26447784783386,291.7640581196006,Thanksgiving Weekend,1.1,1.25,166.39092563261727,364.7050726495007,High Risk,Saturday,10,True,True,True,CRITICAL: High Calls + High Hours
2025-10-12,153.49744025625603,296.43491831081764,Thanksgiving Weekend,1.1,1.3,168.84718428188165,385.36539380406293,High Risk,Sunday,10,True,True,True,CRITICAL: High Calls + High Hours
2025-10-13,155.24498889758192,299.7269984271283,Thanksgiving,1.15,1.35,178.5317372322192,404.63144787662327,High Risk,Monday,10,True,True,True,CRITICAL: High Calls + High Hours
2025-10-14,157.47311030012492,305.41316132157294,,1.0,1.0,157.47311030012492,305.41316132157294,High Calls,Tuesday,10,True,False,False,High Calls Only
2025-10-15,164.08821441041025,308.1201639541666,,1.0,1.0,164.08821441041025,308.1201639541666,High Calls,Wednesday,10,True,False,False,High Calls Only
2025-10-16,149.93534518031962,296.1695769902675,,1.0,1.0,149.93534518031962,296.1695769902675,High Calls,Thursday,10,True,False,False,High Calls Only
2025-10-17,135.64163536070447,288.89317844073537,,1.0,1.0,135.64163536070447,288.89317844073537,Normal,Friday,10,False,False,False,Normal
2025-10-18,151.59095280578907,292.21242022113216,,1.0,1.0,151.59095280578907,292.21242022113216,High Calls,Saturday,10,True,False,False,High Calls Only
2025-10-19,153.82391521421124,296.8832804123492,,1.0,1.0,153.82391521421124,296.8832804123492,High Calls,Sunday,10,True,False,False,High Calls Only
2025-10-20,155.57146385553713,300.1753605286599,,1.0,1.0,155.57146385553713,300.1753605286599,High Calls,Monday,10,True,False,False,High Calls Only
2025-10-21,157.79958525808013,305.86152342310453,,1.0,1.0,157.79958525808013,305.86152342310453,High Calls,Tuesday,10,True,False,False,High Calls Only
2025-10-22,164.41468936836546,308.5685260556982,,1.0,1.0,164.41468936836546,308.5685260556982,High Calls,Wednesday,10,True,False,False,High Calls Only
2025-10-23,150.26182013827483,296.6179390917991,,1.0,1.0,150.26182013827483,296.6179390917991,High Calls,Thursday,10,True,False,False,High Calls Only
2025-10-24,135.96811031865968,289.34154054226696,,1.0,1.0,135.96811031865968,289.34154054226696,Normal,Friday,10,False,False,False,Normal
2025-10-25,151.91742776374429,292.66078232266375,,1.0,1.0,151.91742776374429,292.66078232266375,High Calls,Saturday,10,True,False,False,High Calls Only
2025-10-26,154.15039017216645,297.3316425138808,,1.0,1.0,154.15039017216645,297.3316425138808,High Calls,Sunday,10,True,False,False,High Calls Only
2025-10-27,155.89793881349235,300.6237226301915,,1.0,1.0,155.89793881349235,300.6237226301915,High Calls,Monday,10,True,False,False,High Calls Only
2025-10-28,158.12606021603534,306.3098855246361,,1.0,1.0,158.12606021603534,306.3098855246361,High Calls,Tuesday,10,True,False,False,High Calls Only
2025-10-29,164.74116432632067,309.0168881572298,,1.0,1.0,164.74116432632067,309.0168881572298,High Calls,Wednesday,10,True,False,False,High Calls Only
2025-10-30,150.58829509623004,297.0663011933307,,1.0,1.0,150.58829509623004,297.0663011933307,High Calls,Thursday,10,True,False,False,High Calls Only
2025-10-31,136.2945852766149,289.78990264379854,,1.0,1.0,136.2945852766149,289.78990264379854,Normal,Friday,10,False,False,False,Normal
2025-11-01,152.2439027216995,293.10914442419534,,1.0,1.0,152.2439027216995,293.10914442419534,High Calls,Saturday,11,True,False,False,High Calls Only
2025-11-02,154.47686513012167,297.7800046154124,,1.0,1.0,154.47686513012167,297.7800046154124,High Calls,Sunday,11,True,False,False,High Calls Only
2025-11-03,156.22441377144756,301.07208473172307,,1.0,1.0,156.22441377144756,301.07208473172307,High Calls,Monday,11,True,False,False,High Calls Only
2025-11-04,158.45253517399055,306.7582476261677,,1.0,1.0,158.45253517399055,306.7582476261677,High Calls,Tuesday,11,True,False,False,High Calls Only
2025-11-05,165.06763928427588,309.4652502587614,,1.0,1.0,165.06763928427588,309.4652502587614,High Calls,Wednesday,11,True,False,False,High Calls Only
2025-11-06,150.91477005418525,297.51466329486226,,1.0,1.0,150.91477005418525,297.51466329486226,High Calls,Thursday,11,True,False,False,High Calls Only
2025-11-07,136.6210602345701,290.2382647453301,,1.0,1.0,136.6210602345701,290.2382647453301,Normal,Friday,11,False,False,False,Normal
2025-11-08,152.5703776796547,293.5575065257269,,1.0,1.0,152.5703776796547,293.5575065257269,High Calls,Saturday,11,True,False,False,High Calls Only
2025-11-09,154.80334008807688,298.228366716944,,1.0,1.0,154.80334008807688,298.228366716944,High Calls,Sunday,11,True,False,False,High Calls Only
2025-11-10,156.55088872940277,301.52044683325465,,1.0,1.0,156.55088872940277,301.52044683325465,High Calls,Monday,11,True,False,False,High Calls Only
2025-11-11,158.77901013194577,307.2066097276993,Remembrance Day,1.1,1.2,174.65691114514036,368.64793167323916,High Risk,Tuesday,11,True,True,True,CRITICAL: High Calls + High Hours
2025-11-12,165.3941142422311,309.913612360293,,1.0,1.0,165.3941142422311,309.913612360293,High Calls,Wednesday,11,True,False,False,High Calls Only
2025-11-13,151.24124501214047,297.96302539639385,,1.0,1.0,151.24124501214047,297.96302539639385,High Calls,Thursday,11,True,False,False,High Calls Only
2025-11-14,136.94753519252532,290.6866268468617,,1.0,1.0,136.94753519252532,290.6866268468617,Normal,Friday,11,False,False,False,Normal
2025-11-15,152.89685263760992,294.0058686272585,,1.0,1.0,152.89685263760992,294.0058686272585,High Calls,Saturday,11,True,False,False,High Calls Only
2025-11-16,155.1298150460321,298.67672881847557,,1.0,1.0,155.1298150460321,298.67672881847557,High Calls,Sunday,11,True,False,False,High Calls Only
2025-11-17,156.87736368735798,301.96880893478624,,1.0,1.0,156.87736368735798,301.96880893478624,High Calls,Monday,11,True,False,False,High Calls Only
2025-11-18,159.10548508990098,307.6549718292309,,1.0,1.0,159.10548508990098,307.6549718292309,High Calls,Tuesday,11,True,False,False,High Calls Only
2025-11-19,165.7205892001863,310.36197446182456,,1.0,1.0,165.7205892001863,310.36197446182456,High Calls,Wednesday,11,True,False,False,High Calls Only
2025-11-20,151.56771997009568,298.41138749792543,,1.0,1.0,151.56771997009568,298.41138749792543,High Calls,Thursday,11,True,False,False,High Calls Only
2025-11-21,137.27401015048054,291.1349889483933,,1.0,1.0,137.27401015048054,291.1349889483933,Normal,Friday,11,False,False,False,Normal
2025-11-22,153.22332759556514,294.4542307287901,,1.0,1.0,153.22332759556514,294.4542307287901,High Calls,Saturday,11,True,False,False,High Calls Only
2025-11-23,155.4562900039873,299.12509092000715,,1.0,1.0,155.4562900039873,299.12509092000715,High Calls,Sunday,11,True,False,False,High Calls Only
2025-11-24,157.2038386453132,302.4171710363178,,1.0,1.0,157.2038386453132,302.4171710363178,High Calls,Monday,11,True,False,False,High Calls Only
2025-11-25,159.4319600478562,308.10333393076246,,1.0,1.0,159.4319600478562,308.10333393076246,High Calls,Tuesday,11,True,False,False,High Calls Only
2025-11-26,166.04706415814152,310.81033656335615,,1.0,1.0,166.04706415814152,310.81033656335615,High Calls,Wednesday,11,True,False,False,High Calls Only
2025-11-27,151.8941949280509,298.859749599457,,1.0,1.0,151.8941949280509,298.859749599457,High Calls,Thursday,11,True,False,False,High Calls Only
2025-11-28,137.60048510843575,291.5833510499249,,1.0,1.0,137.60048510843575,291.5833510499249,Normal,Friday,11,False,False,False,Normal
2025-11-29,153.54980255352035,294.9025928303217,,1.0,1.0,153.54980255352035,294.9025928303217,High Calls,Saturday,11,True,False,False,High Calls Only
2025-11-30,155.78276496194252,299.57345302153874,,1.0,1.0,155.78276496194252,299.57345302153874,High Calls,Sunday,11,True,False,False,High Calls Only
2025-12-01,157.5303136032684,302.8655331378494,,1.0,1.0,157.5303136032684,302.8655331378494,High Calls,Monday,12,True,False,False,High Calls Only
2025-12-02,159.7584350058114,308.55169603229405,,1.0,1.0,159.7584350058114,308.55169603229405,High Calls,Tuesday,12,True,False,False,High Calls Only
2025-12-03,166.37353911609674,311.25869866488773,,1.0,1.0,166.37353911609674,311.25869866488773,High Calls,Wednesday,12,True,False,False,High Calls Only
2025-12-04,152.2206698860061,299.3081117009886,,1.0,1.0,152.2206698860061,299.3081117009886,High Calls,Thursday,12,True,False,False,High Calls Only
2025-12-05,137.92696006639096,292.0317131514565,,1.0,1.0,137.92696006639096,292.0317131514565,Normal,Friday,12,False,False,False,Normal
2025-12-06,153.87627751147556,295.35095493185327,,1.0,1.0,153.87627751147556,295.35095493185327,High Calls,Saturday,12,True,False,False,High Calls Only
2025-12-07,156.10923991989773,300.0218151230703,,1.0,1.0,156.10923991989773,300.0218151230703,High Calls,Sunday,12,True,False,False,High Calls Only
2025-12-08,157.85678856122362,303.313895239381,,1.0,1.0,157.85678856122362,303.313895239381,High Calls,Monday,12,True,False,False,High Calls Only
2025-12-09,160.08490996376662,309.00005813382563,,1.0,1.0,160.08490996376662,309.00005813382563,High Calls,Tuesday,12,True,False,False,High Calls Only
2025-12-10,166.70001407405195,311.7070607664193,,1.0,1.0,166.70001407405195,311.7070607664193,High Calls,Wednesday,12,True,False,False,High Calls Only
2025-12-11,152.54714484396132,299.7564738025202,,1.0,1.0,152.54714484396132,299.7564738025202,High Calls,Thursday,12,True,False,False,High Calls Only
2025-12-12,138.25343502434617,292.48007525298806,,1.0,1.0,138.25343502434617,292.48007525298806,Normal,Friday,12,False,False,False,Normal
2025-12-13,154.20275246943078,295.79931703338485,,1.0,1.0,154.20275246943078,295.79931703338485,High Calls,Saturday,12,True,False,False,High Calls Only
2025-12-14,156.43571487785294,300.4701772246019,,1.0,1.0,156.43571487785294,300.4701772246019,High Calls,Sunday,12,True,False,False,High Calls Only
2025-12-15,158.18326351917884,303.7622573409126,,1.0,1.0,158.18326351917884,303.7622573409126,High Calls,Monday,12,True,False,False,High Calls Only
2025-12-16,160.41138492172183,309.4484202353572,,1.0,1.0,160.41138492172183,309.4484202353572,High Calls,Tuesday,12,True,False,False,High Calls Only
2025-12-17,167.02648903200716,312.1554228679509,,1.0,1.0,167.02648903200716,312.1554228679509,High Calls,Wednesday,12,True,False,False,High Calls Only
2025-12-18,152.87361980191653,300.2048359040518,,1.0,1.0,152.87361980191653,300.2048359040518,High Calls,Thursday,12,True,False,False,High Calls Only
2025-12-19,138.5799099823014,292.92843735451964,,1.0,1.0,138.5799099823014,292.92843735451964,Normal,Friday,12,False,False,False,Normal
2025-12-20,154.529227427386,296.24767913491644,,1.0,1.0,154.529227427386,296.24767913491644,High Calls,Saturday,12,True,False,False,High Calls Only
2025-12-21,156.76218983580816,300.9185393261335,,1.0,1.0,156.76218983580816,300.9185393261335,High Calls,Sunday,12,True,False,False,High Calls Only
2025-12-22,158.50973847713405,304.21061944244417,,1.0,1.0,158.50973847713405,304.21061944244417,High Calls,Monday,12,True,False,False,High Calls Only
2025-12-23,160.73785987967705,309.8967823368888,,1.0,1.0,160.73785987967705,309.8967823368888,High Calls,Tuesday,12,True,False,False,High Calls Only
2025-12-24,167.35296398996238,312.6037849694825,Christmas Eve,1.2,1.4,200.82355678795486,437.6452989572755,High Risk,Wednesday,12,True,True,True,CRITICAL: High Calls + High Hours
2025-12-25,153.20009475987175,300.65319800558336,Christmas Day,1.15,1.5,176.1801089738525,450.97979700837504,High Risk,Thursday,12,True,True,True,CRITICAL: High Calls + High Hours
2025-12-26,138.9063849402566,293.37679945605123,Boxing Day,1.2,1.4,166.6876619283079,410.7275192384717,High Risk,Friday,12,True,True,True,CRITICAL: High Calls + High Hours
2025-12-27,154.8557023853412,296.696041236448,Christmas Week,1.1,1.3,170.34127262387534,385.70485360738246,High Risk,Saturday,12,True,True,True,CRITICAL: High Calls + High Hours
2025-12-28,157.08866479376337,301.3669014276651,,1.0,1.0,157.08866479376337,301.3669014276651,High Calls,Sunday,12,True,False,False,High Calls Only
2025-12-29,158.83621343508926,304.65898154397576,,1.0,1.0,158.83621343508926,304.65898154397576,High Calls,Monday,12,True,False,False,High Calls Only
2025-12-30,161.06433483763226,310.3451444384204,,1.0,1.0,161.06433483763226,310.3451444384204,High Calls,Tuesday,12,True,False,False,High Calls Only
2025-12-31,167.6794389479176,313.0521470710141,New Year Eve 2025,1.2,1.3,201.2153267375011,406.9677911923183,High Risk,Wednesday,12,True,True,True,CRITICAL: High Calls + High Hours
